id,reply_id,reply_content,reply_date
2863879,류도그담당(211.184),노무현,06.12 10:36:53
2863879,헬마스터,대통령,06.12 10:37:01
2863879,프갤러1(1.213),오늘 치킨각이누 ㅋ,06.12 10:49:01
2863879,프갤러2(121.129),드럼통 가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,06.12 11:25:51
2863879,ㅇㅇ(118.235),쓰러짐 당한거임?,06.12 11:37:28
2863878,프갤러1(106.101),생산직 ㄱ  - dc App,06.12 10:29:34
2863876,프갤러1(106.101),채찍피티 ㄱ  - dc App,06.12 10:31:00
2863876,류도그담당(211.184),시발서,06.12 10:35:48
2863876,헬마스터,죄송합니다. 똥이 너무 급해서 화장실에 갔습니다.그만 힘을 너무 줘서 변기를 뚫고 서버실로 직통 터널을 만들어버렸습니다.똥과 브랜치가 동시에 터졌습니다. 다시는 배포와 배변을 동시에 하지 않겠습니다.,06.12 10:36:25
2863876,개멍청한유라,응가응ㅇ가응앵응가응애응가응앵응가응애응가  - dc App,06.12 10:38:34
2863876,아스카영원히사랑해,지각했나요?,06.12 10:49:15
2863876,개멍청한유라,지각으론 이런거 쓰지도않는 레후..  - dc App,06.12 11:04:09
2863874,류도그담당(211.184),러무현,06.12 10:12:53
2863873,류도그담당(211.184),봇 만들어서 띄워버려,06.12 10:07:29
2863871,헤르 미온느,별 이상한 이론을.. ㅇㅅㅇ,06.12 09:26:07
2863871,프갤러1(220.73),만들어진지 오래된 오픈채팅방 개당 5천원에 삽니다~~아무도없어도 상관없음~~~ Open59  ㅋㅌ ㄱㄱ!!,06.12 09:35:14
2863870,프갤러1(210.207),난 이직 준비하고 8개월 걸림,06.12 09:17:37
2863870,ㅇㅇ(211.235),? 어느정도회사를 들어갔길래,06.12 09:35:47
2863870,프갤러2(106.102),현금보상 6천이상 줄 수 잇는곳만 컨택해서 15번 정도 면접봄,06.12 10:01:42
2863870,ㅇㅇ(211.235),현금보상이 뭐냐?,06.12 10:03:22
2863870,ㅇㅇ(211.235),6천이면 ㅈㄴ 높네.. 난 3600받는다,06.12 10:03:40
2863870,프갤러2(106.102),내가 3380 + 명절 상여금 60이 다였으니까 나보다 높은 상황이였을듯ㅎㅎ.. 5200 + 복포 500 + 비포괄 + 식대 + 연 상여금(연봉10퍼대) + a 정도로 이직함,06.12 10:07:04
2863870,ㅇㅇ(211.235),근데 어케 갑자기 6천이되냐,06.12 10:28:46
2863870,ㅇㅇ(211.235),몇년차인데?,06.12 10:28:57
2863870,프갤러2(106.102),@ㅇㅇ(211.235) 만 1년됌,06.12 12:32:57
2863870,ㅇㅇ(211.235),그정도면 걍 신입인데? 대박이네,06.12 12:40:15
2863869,류도그담당(211.184),ㅊㅋ,06.12 09:18:29
2863869,프갤러2(106.102),감삼다,06.12 10:00:39
2863869,프갤러1(61.85),테크스택 머임,06.12 09:43:19
2863869,프갤러2(106.102),next.js,06.12 10:00:34
2863869,프갤러2(106.102),@프갤러2(106.102) 그 외엔 프론트가 다 하는 스택들 ㅎㅎ 상태관리들,06.12 10:01:14
2863869,프갤러3(121.129),ㅊㅋㅊㅋ,06.12 11:26:07
2863868,프갤러1(223.38),그걸 누가몰라 이 정신장애인새끼야 ㅋㅋ,06.12 09:06:48
2863868,프갤러2(210.207),ㅋㅋㅋ넌 시리아 같은곳에서 태어났어야 했는데,06.12 09:12:17
2863868,류류(125.141),이새끼 소말리아에서 태어났어야함 ㅇㅅㅇ,06.12 09:47:01
2863866,프갤러1(211.235),한솔근 ㅎㅇ,06.12 09:23:33
2863866,헤르 미온느,-_-????? ㅇㅅㅇ,06.12 09:25:47
2863866,류도그담당(211.184),잠론다,06.12 09:47:02
2863861,헬마스터,줄서면서 얘기하는 문화을 즐긴다고해요,06.12 08:49:07
2863859,ㅇㅇ(118.235),훠쭵,06.12 07:46:41
2863859,케갤러(211.234),왜 허접인가요?,06.12 08:55:33
2863854,프갤러1(211.235),4500,06.12 07:14:44
2863854,프갤러2(106.101),4000,06.12 08:23:30
2863853,ㅇㅇ(114.205),24시간 해야얻는 재화를 3일간 얻으면 안잡히겠나,06.12 06:19:05
2863853,글쓴 프갤러(121.168),그냥 일반 유저 플레이만큼만 하면 되는거아님?,06.12 06:26:55
2863853,프갤러2(39.117),독립시행인데뭔말이냐,06.12 07:04:28
2863853,류도그담당(223.39),패턴 감지,06.12 08:52:02
2863850,프갤러1(118.235),윤석열 사진이라도 줘라  - dc App,06.12 04:01:19
2863846,ㅇㅇ(118.235),사대남 혐오네 이거,06.12 07:46:23
2863842,ㅆㅇㅆ(124.216),c+,06.12 00:44:59
2863842,프갤러1(112.175),만들어진지 오래된 옵챗방 개당 5천원에 다삽니당 !!ㅅㅅㅅ~~아무도없어도 상관없음~~~ Open59  카톡 ㄱㄱ!!,06.12 01:23:25
2863840,ㅇㅇ,그런거 몰라도 crud sql함,06.12 00:28:50
2863840,글쓴 프갤러(210.101),구현은 당연히 하겠지 근데 진짜 저런것도 안가르친다고?,06.12 00:39:10
2863840,글쓴 프갤러(210.101),국비 수료 직후에 정처기 실기봤는데 20점 받았다고해서 개발자 국비에서 조에서 에이스였는데(자기말로는) 그런데 20점이면 코드문제 거의 손 못댔다는건데,06.12 00:39:49
2863840,ㅇㅇ,개발자 국비에서 그딴걸 왜가르침,06.12 02:13:48
2863840,ㅇㅇ(211.235),의미가없어요,06.12 09:16:01
2863839,ㅇㅇ,?? 남이 쓴 코드 읽는게 제일 어려운거 아니었음?,06.12 11:23:29
2863835,넥도리아(175.196),난 연봉 0인데 부럽다,06.11 23:26:27
2863835,ㅆㅇㅆ(124.216),ㅈ나높지 연봉 4천이면,06.11 23:28:38
2863835,글쓴 프갤러(14.39),그런거겠지? 연봉동결이라는 말에 괜히 이런생각하게되네 고마워!,06.11 23:33:16
2863835,ㅇㅇ(106.72),정리해고 안하는걸 다행으로 여겨라,06.11 23:35:06
2863835,글쓴 프갤러(14.39),규모있는 곳인데 최근에 정리해고 이슈가 있어서 30명정도 나갔거든.. 그 사이에서 살아남았다ㅠ,06.11 23:36:29
2863835,ㅇㅇ,능력있네,06.11 23:56:28
2863835,프갤러1(121.129),재택이 1주일에 2번인데 4천을 받는다고????  어디냐 존나 개꿀이네,06.12 11:26:44
2863834,류도그담당(223.39),JDW?JDK ? 흠,06.11 23:26:16
2863834,ㅆㅇㅆ(124.216),헉,06.11 23:28:21
2863830,류도그담당(114.202),제보하겠습니다,06.11 23:11:27
2863830,ㅆㅇㅆ(124.216),봐주세요,06.11 23:12:42
2863830,ㅇㅇ(118.235),캬 1억 벌 기회를 이렇게 놓치네,06.12 00:08:04
2863830,ㅆㅇㅆ(124.216),포티햄들이 정이있다,06.12 00:41:01
2863826,개멍청한유라,동생 신상정보 및 쓰리사이즈 정보공개 청구합니다.  - dc App,06.11 22:33:03
2863826,아스카영원히사랑해,하기야 대선주자 시장님도 한방에 가는 게 인생인데 어케든 흘러가겠지,06.11 22:40:06
2863826,ㅆㅇㅆ(124.216),ㅠㅠ,06.11 22:52:05
2863826,아스카영원히사랑해,사실 너도 어지간하면 취직하길 바람,06.11 22:52:27
2863826,프갤러1(39.117),나한테 취직시켜줘,06.12 07:05:18
2863825,개멍청한유라,인간은 가깝고 기계는 멀다  - dc App,06.11 22:33:34
2863825,ㅆㅇㅆ(124.216),기계가 되고싶다,06.11 22:51:58
2863825,발명도둑잡기,"저랑 창업하시면 부자 될지도 모르는데 // ""도둑은 집을 떠나며 주인을 욕한다"" - 러시아 속담",06.11 22:55:21
2863823,헬마스터,아니 돈이 아니라 바로 '필요한존재' '의미있는일'을 해냈다는 자존감이 더 큰것 같군. 그것이 바로 개발귀 정신이다.,06.11 22:26:03
2863823,ㅇㅇ(211.235),닌코 ㄷㄷ,06.11 22:30:01
2863823,ㅆㅇㅆ(124.216),그게 뛰어난거지,06.11 22:30:13
2863822,개멍청한유라,as?!  - dc App,06.11 22:33:44
2863821,ㅇㅇ(211.235),놉,06.11 21:57:44
2863821,cvs.,ㅇㅇ,06.11 22:08:53
2863821,프갤러1(121.147),페이가 제일 쎈 SI 아무나 가는줄 아냐?,06.11 22:34:53
2863820,타이밍뒷통수한뱡(1.213),명박 가카 ㅇㅂ,06.11 22:12:37
2863819,류도그담당(114.202),굳이 있어야 해?,06.11 22:01:51
2863819,프갤러1(223.33),개똥벌레 부르고 다녀  - dc App,06.12 07:52:11
2863817,발명도둑잡기,"방구맨 냥덩이 // ""도둑은 집을 떠나며 주인을 욕한다"" - 러시아 속담",06.11 22:47:57
2863815,프갤러1(222.112),만들어진지 오래된 오픈채팅방 개당 5천원에  삽니다~~아무도없어도 상관없음~~~ Open59 톡 ㄱㄱ!!,06.11 21:33:45
2863815,ㅇㅇ,힙오버플로우,06.11 21:35:01
2863815,류도그담당(114.202),갑자기 왜 힙오버무현이?,06.11 21:38:47
2863815,ㅇㅇ,무슨 보호?,06.11 22:52:29
2863814,jonny,그래도 되는 상황  - dc App,06.11 21:22:44
2863814,ㅇㅇ(61.255),당장은 되는데 이후엔 어칼건데,06.11 21:23:32
2863814,jonny,@ㅇㅇ(61.255) 이후엔 미래의 내가 처리하겠지  - dc App,06.11 21:24:53
2863814,ㅇㅇ(61.255),미래의 내가 평생 할 순 없자나,06.11 21:26:20
2863814,jonny,처음부터 완벽하려고 하는게 허상이라고 생각함 될수있는 상황이면 좋겠는데 보통 안그런듯  - dc App,06.11 21:27:06
2863814,루비,일어보슈 https://nimfsoft.art/blog/2025/03/24/what-is-a-prototype/,06.11 21:35:11
2863814,ㅇㅇ(121.162),오늘 필요한 기능이지만 내일은 사라질 기능일수도 있으니까,06.11 21:43:21
2863814,헬마스터,생각하기 귀찮아서 그런듯,06.11 21:59:35
2863814,부드러운곰탱이,일정을 좆같이 잡음,06.11 22:29:08
2863814,ㅇㅇ,si는 걍 싸고 튀면 끝임,06.12 02:34:38
2863805,개멍청한유라,냥덩아 슬기는?  - dc App,06.11 20:47:43
2863804,류도그담당(114.202),복종의 자세,06.11 20:45:43
2863804,개멍청한유라,절대복종  - dc App,06.11 20:47:55
2863804,헬마스터,똥쌀때 허리를 앞으로 좀 숙이는 자세를 취해요.,06.11 20:51:56
2863803,개멍청한유라,그럼 밥은 어떻게먹어? ㅠ   - dc App,06.11 20:33:48
2863803,ㅇㅇ(49.165),일반인은 숟가락 니혼진은 젓가락 인도인은 손가락 팔없으면 발가락,06.11 20:46:22
2863803,개멍청한유라,허버허버  - dc App,06.11 20:47:35
2863802,개멍청한유라,귀여워요  - dc App,06.11 20:34:14
2863802,헬마스터,개새끼임?,06.11 20:52:25
2863801,ㅇㅇ(106.241),실패해서 아쉽겠농,06.11 20:27:28
2863801,류도그담당(114.202),해킹 당할까봐 싫어,06.11 20:41:52
2863801,배구공(119.202),바다의 왕 해킹!,06.11 20:42:07
2863801,배구공(119.202),태양의 왕 해킹!,06.11 20:42:31
2863801,배구공(119.202),다시다에는 핵산이 들어있다!,06.11 20:44:06
2863801,배구공(119.202),"easy, lol",06.11 20:45:10
2863800,아스카영원히사랑해,굽삐 지원금 ㅇㄷ?,06.11 20:35:31
2863800,개멍청한유라,굽삐삐!  - dc App,06.11 20:36:08
2863799,개멍청한유라,헬마씨 이태원지원금 신청하셨나요?  - dc App,06.11 20:09:43
2863799,헬마스터,죽은 사람만 신청하는것 아닙니까?,06.11 20:26:59
2863798,개멍청한유라,그런버튼이있나요?  - dc App,06.11 20:09:23
2863798,넥도리아(175.196),나도 그게 무슨 모드인지 모름,06.11 20:18:45
2863796,헬마스터,치타씨 언제 출발해요?안제까지 웃기만?,06.11 21:03:32
2863796,개멍청한유라,살려주세요  - dc App,06.11 21:21:43
2863795,개멍청한유라,와  - dc App,06.11 19:53:56
2863795,프갤러1(211.235),스업이라 안감. 많이 주는 이유가 있음,06.11 21:26:06
2863793,류도그담당(114.202),궁보지딩,06.11 19:27:56
2863793,ㅆㅇㅆ(124.216),이이 영포티,06.11 19:29:00
2863793,헬마스터,보티,06.11 19:30:06
2863793,cvs.,나이먹고 쏠로면 어디까지 추해질 수 있는 건지........,06.11 19:50:17
2863792,개멍청한유라,슬기..시작?  - dc App,06.11 19:54:11
2863792,♥냥덩이♥,ㅇㅅㅇ,06.11 20:33:36
2863792,개멍청한유라,슬덩  - dc App,06.11 20:33:59
2863790,프갤러1(104.28),정보올림피아드 입상자를 잡아넣은 건 국가적 손해다,06.11 21:05:16
2863788,헬마스터,초기 컨셉은 좋앗는데과도한 설정과 쓸데없는 유사최적화로 나락감,06.11 19:01:38
2863785,ㅇㅇ(183.101),숫자 지워,06.11 18:56:12
2863784,류류(118.235),"병,정 하청업체 직원이 사람이냐? 짐승새끼지 ㅇㅅㅇ",06.11 18:45:49
2863784,ㅆㅇㅆ찡,너가 죽였어,06.11 18:47:51
2863784,개멍청한유라,운명이다  - dc App,06.11 18:58:14
2863784,헬마스터,챗티씨에 의해 모두 대체되시다.,06.11 18:56:19
2863784,개멍청한유라,그럼 대한민국은 누가 일하나요?!  - dc App,06.11 18:58:24
2863784,헬마스터,100만챗티씨가 전산망을 개발하고 돌리시다.특히 출근해서 하루에 3번 똥만싸는개멍청한멍유씨는 더욱 긴장해야할것.,06.11 19:00:44
2863784,개멍청한유라,나태하고 게으른 인간은 어떡해야하는가!!!!  - dc App,06.11 19:04:04
2863784,류도그담당(114.202),노무현짤 대령해주시죠,06.11 19:04:50
2863782,ㅆㅇㅆ(124.216),이준석씨 여성부 장관되시면 우리나라 여성들의 위상이 걱정되는군요,06.11 18:40:03
2863782,아스카영원히사랑해,이대남들의 소리없는 아우성,06.11 18:40:56
2863780,ㅆㅇㅆ(124.216),애드블럭,06.11 18:22:51
2863779,사오찌찌협회,백업은 있는거 같은데yes24같은 업체는 ebook 데이타만 해도PiB 단위일거 같은디백업 받아놓은거 restore 돌려도 며칠걸림  - dc App,06.12 08:26:01
2863779,사오찌찌협회,내부 DRP/BCP에 RTO(목표복구시간)를 며칠로 정해뒀는지는 모르겠는디꽤 메이저 IT 머기업도 45일인데닷새도 안돼서 복구하는거면 ㅈㄴ 잘하는게 아닐가  - dc App,06.12 08:28:49
2863776,류도그담당(211.184),나랑 비슷하게 썻노 ㅋㅋㅋ,06.11 17:52:32
2863776,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋㅋ,06.11 17:54:35
2863776,공갤러(125.178),고맙다 솔직히 교수가 이렇게 설명해주면 그냥 명강의라고 강의평가에 쓸것같은데 이렇게 안해주네 근데 static이 클래스 내부에서만 공유하는건가 변수를? extend는 그니까 거기 부모 클래스에 추가로 집어 넣는거임?,06.11 17:56:14
2863776,공갤러(125.178),그리고 오버로딩 오버 뭐시기?그건 똑같은 메소드에 조작질하는건가? 아...뭐였지,06.11 17:57:14
2863776,ㅆㅇㅆ(124.216),맞음 스태틱 변수는 일반적으로 클래스 수준에서만됨,06.11 17:57:31
2863776,ㅆㅇㅆ(124.216),"extend는 부모 클래스를 물려받은거지 부모를 수정 안함. 니가 우동 명인이라는 직업을 물려받았고, 카레우동 명인이 됐다해서, 아버지가 우동 명인이 아닌건 아니잖아",06.11 17:58:38
2863776,ㅆㅇㅆ(124.216),@공갤러(125.178) 오버로딩: 이름은 같지만 매개변수가 다른 메서드 만드는거 (카레우동에 어떤 토핑을 넣을지)오버라이딩: 부모 클래스 메서드를 자식 클래스에서 재정의(부모님 가게 물려받아서 내 식대로 인테리어 하기),06.11 17:59:47
2863776,ㅆㅇㅆ(124.216),아 지금 돌이켜보니 슈퍼 좀 잘못설명했노 슈퍼는 행위중심이라 약간다르긴함,06.11 18:17:01
2863776,공갤러(125.178),super는 클래스 안에서 뭘쓴다는거임?,06.11 18:31:08
2863776,ㅆㅇㅆ(124.216),@공갤러(125.178) 부모의 행동을 빌려오는거임. 즉 자식이 부모하는 짓 배우면 그게 super임,06.11 18:32:14
2863776,ㅆㅇㅆ(124.216),@공갤러(125.178) 사용 빌려온다라고 해야하지만 그냥 지금은 그정도 수준으로 간단하게 이해하고 넘어가면됨,06.11 18:33:12
2863775,ㅆㅇㅆ(124.216),ㅉㅉ 더 쉽게 설명해야지,06.11 17:52:29
2863774,류도그담당(211.184),오 너무 어려워요,06.11 17:46:36
2863773,류도그담당(211.184),아 그거 버그가 아니고 스끼린데 ㅋ,06.11 17:43:55
2863773,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋㅋ,06.11 17:48:23
2863772,ㅆㅇㅆ(124.216),저 설명 할 줄 앎 뭐가 모르는데,06.11 17:41:19
2863772,공갤러(211.235),static이랑 this그리고 super 는 어케 활용하고 상속 extend는 어케 하는거임 그 new함수 호출하면 거기 안에다 넣어주는거임?,06.11 17:42:24
2863772,류도그담당(211.184),니가 클래스로 동물을 하나 만들고거기에 먹고 자고 싸고를 정의함근데 니가 코끼리에도 같은 기능을 정의하고싶은데클래스를 하나 더 만들고 거기에 분리해서 적으면 비효율적이잖아?그래서 동물을 코끼리에 상속시키면 코끼리가 동물의 분류군에 속하면서 동물이 공통적으로 할수있는 행동을 물려받음,06.11 17:42:09
2863772,ㅇㅇ,static 객체가 아닌 클래스에 직접 넣겠다this 객체super 부모extend 상속,06.11 18:31:00
2863768,류도그담당(211.184),"cmp baseadd.exe + 0F828, eaxjne bozi  + 4885",06.11 17:37:54
2863768,ㅆㅇㅆ(124.216),보지 최고,06.11 17:38:18
2863766,류도그담당(211.184),"mox eax, 0xSIBARSEXmovd xmm2, eaxmovss [esp+04], xmm2",06.11 17:35:09
2863766,ㅆㅇㅆ(124.216),씨발아,06.11 17:35:19
2863764,프갤러1(118.235),ㅋㅋㅋㅋ지럴하네학부때나 디렉터리로 고민하지앰창인새끼들 존나많구만  - dc App,06.11 18:16:33
2863764,ㅆㅇㅆ(124.216),"뭔소리여, 학부생이 src 박으면 지피티 코드라고 의심한다고",06.11 18:17:25
2863764,ㅆㅇㅆ(124.216),에휴 이 비유를 못알아먹는거보니 src를 모르는거구만,06.11 18:17:38
2863763,류도그담당(211.184),나도 소싯적 홍어 처리에게 많이 신세를 졌었지,06.11 17:24:29
2863763,ㅆㅇㅆ(124.216),ㄹㅇ,06.11 17:24:45
2863762,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋ,06.11 17:23:27
2863762,슈퍼막코더(126.133),그래도 걔들이 점수 잘받으니깐 이기,06.11 17:34:29
2863760,류도그담당(211.184),걍 결과 얼추비슷하면 갖다내서교수가 관심법으로 너 이 새끼 설명해봐 이러면 어차피 다 들킴,06.11 17:18:30
2863760,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋ,06.11 17:19:20
2863760,ㅇㅇ(122.36),나도 그거 좀 별로임. 코드리뷰시켜보면 if문 한번 붙이면 되는 쉬운 문제를 굳이 디자인패턴으로 어렵게 풀어야 한다고 강요하는 상황도 꽤 자주 겪어봄,06.11 17:19:56
2863760,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋ,06.11 17:25:14
2863759,아스카영원히사랑해,죽여버립니다,06.11 17:19:55
2863759,개멍청한유라,나 미쳤나봐요 맛있는 음식을 찾아 식도락여행은 어떤가요  - dc App,06.11 17:20:29
2863759,아스카영원히사랑해,@개멍청한유라 둘이서 일녀 사냥하겠습니다,06.11 17:57:50
2863759,개멍청한유라,@아스카영원히사랑해 크크큭 조센좆맛좀봐라 이 개씨발년들 헉헉 응응웅웅 뽀꾸뽀꾸 헤헤  - dc App,06.11 17:58:23
2863759,아스카영원히사랑해,@개멍청한유라 아스카 fc2 데뷔,06.11 18:00:20
2863758,류도그담당(211.184),에어컨디셔너,06.11 17:14:45
2863757,류도그담당(211.184),벌써 얘네 수준에 이걸 추상화해서 쓴다고?까보면 그럼 그렇지,06.11 17:14:11
2863757,ㅆㅇㅆ(124.216),ㄹㅇ,06.11 17:15:12
2863755,류도그담당(211.184),손구현 or 설명 해보라하면 어차피 뽀록남,06.11 17:12:23
2863755,ㅆㅇㅆ(124.216),지피티 코드는 티가 나,06.11 17:12:27
2863755,프갤러1(106.101),근데 증거 없인 관심법이자나  - dc App,06.11 17:13:15
2863755,ㅆㅇㅆ(124.216),@프갤러1(106.101) 그렇긴하지,06.11 17:14:06
2863754,ㅆㅇㅆ찡,저 멀티쓰레딩 모릅니다,06.11 17:06:52
2863754,류도그담당(211.184),겸손을 가장한 기만,06.11 17:08:01
2863751,ㅆㅇㅆ찡,우리 프로그래밍 관두죠,06.11 17:03:43
2863751,개멍청한유라,나어떡해  - dc App,06.11 17:06:39
2863751,ㅆㅇㅆ찡,@개멍청한유라 시집와 어이,06.11 17:07:10
2863751,류도그담당(211.184),노무현짤 대령해주세요,06.11 17:11:40
2863749,류류(118.235),ㅉㅉ솔루션 서비스업체에 취직했어야지 ㅇㅅㅇ,06.11 18:43:43
2863749,개멍청한유라,굽삐삐 살려줘  - dc App,06.11 18:43:57
2863749,류류(118.235),나님 솔루션 서비스업체 본사 근무라 갓생 사는중 ㅇㅅㅇ,06.11 18:45:12
2863747,ㅆㅇㅆ(124.216),이런거 동물농장으로 만들 생각 귀엽네,06.11 16:54:53
2863746,ㅆㅇㅆ(124.216),블아카가 더 맵지 않나,06.11 16:34:24
2863746,아스카영원히사랑해,젠존제가 10배는 더 매움,06.11 16:48:59
2863746,개멍청한유라,쓰리노 게임이 더하지않나요? 물론 아냐 노래방  - dc App,06.11 17:01:08
2863746,아스카영원히사랑해,쓰리노 게임은 뭔가요,06.11 17:09:32
2863746,개멍청한유라,넷마블 엔씨 넥센  - dc App,06.11 17:13:11
2863742,나트륨찡,나트륨(찔림) ㅇ ㅅㅇ,06.11 15:41:59
2863742,글쓴 프갤러(49.165),ㅇㅅㅇ!?? ㅇㅅㅇ;;;,06.11 15:43:16
2863742,글쓴 프갤러(49.165),저도 원신 좋아합니다. 니어오토마타 좋아합니다. 스텔라브레이드 좋아합니다. ㅇㅅㅇ,06.11 15:45:04
2863742,나트륨찡,저도 스텔라블레이드(구매완료) ㅇㅅㅇㅋ,06.11 15:53:57
2863742,아스카영원히사랑해,잼씀,06.11 16:26:11
2863742,글쓴 프갤러(49.165),스블pc버전이나 하자 ㅇㅅㅇ,06.11 16:31:26
2863739,ㅆㅇㅆ찡,물리도 그래,06.11 15:03:31
2863738,프갤러1(210.98),백단 공부는 하긴 해야지 nodejs 싫으면 파이썬 자바 같은거로 공부해,06.11 14:52:39
2863737,넥도리아(223.38),뭐라느겨?,06.11 14:57:03
2863737,넥도리아(223.38),개소리좀 작작,06.11 14:57:24
2863737,넥도리아(223.38),무얼 신고해,06.11 14:57:50
2863737,프갤러1(49.165),이걸 지금 질문이라고 한건지 웃기라고 가져온건지 능지가 문재인건지 ㅇㅅㅇ,06.11 15:32:59
2863737,개멍청한유라,귀여운상상이다~  - dc App,06.11 17:01:53
2863735,프갤러1(211.235),세션에 과자가 필요함?? jwt에서나 과자쓰는거 아닌가,06.11 16:08:51
2863735,프갤러2(218.154),헤더에 토큰처럼 박아도 안되는건 아닌데 가능하면 보안 설정된 쿠키로 구현하래  - dc App,06.11 17:42:41
2863733,ㅆㅇㅆ찡,지피티가 쿠키 잘쓰죠,06.11 14:29:57
2863733,글쓴 프갤러(218.154),지피티가 그나마 좀 알려줘서 어케 비볐는데 문서보면서 했으면 일주일 금방 잡아먹었을듯  - dc App,06.11 14:32:08
2863733,프갤러1(49.165),쿠키도 모르는 주제에 러스트를 어케 쓰노? ㅇㅅㅇ,06.11 15:33:27
2863733,프갤러2(218.154),커널 개발자하면 몰라도 된다.  - dc App,06.11 17:41:31
2863731,ㅆㅇㅆ찡,보지,06.11 14:16:18
2863731,프갤러1(60.196),덕분에 큰 깨달음을 얻었읍니다 ㅇ ㅅㅇ;,06.11 14:53:47
2863730,류도그담당(223.39),포터남,06.11 15:02:33
2863721,익명의따당이,동기화 해서 씀 ㅇㅅㅇ,06.11 12:59:49
2863719,익명의따당이,ㅇ? 2시간일리가 업는데무슨 작업 했음?,06.11 13:00:07
2863719,프갤러1(49.165),쏘넷으로 해도 과분한 작업에 주제도 모르고 오푸스 씩이나 써대니까 그렇게 된거 아님? 꼬우면 200달러 짜리나 api로 갔어야지 ㅇㅅㅇ,06.11 15:35:57
2863716,ㅆㅇㅆ찡,굳,06.11 14:16:33
2863716,ssonacy,개발은 뭐로하셨음?? - dc App,06.11 14:35:09
2863716,아기개발자,flutter로 했어요 db는 없고 shared preference로 데이터 저장해요 - dc App,06.11 14:43:11
2863715,아스카영원히사랑해,나는 돈주고 가는 파리의 시간을 사는 중이라 전해!?,06.11 12:46:01
2863715,개멍청한유라,아 어떡해 진짜 ㅠ 요일개념도 한남들이 만든거라며? 환멸나 진짜..  - dc App,06.11 13:09:36
2863714,루비,두 나르시시스트의 빛과 파멸의 그림자. 오호 제목 좋다 ㅎㅎ,06.11 12:20:33
2863711,프갤러1(118.235),대 ai시대에 백엔드가 의미가 있을 것 같냐.돈 잘주는데 붙어있는게 최고다,06.12 21:16:18
2863710,개멍청한유라,돈까스  - dc App,06.11 11:59:37
2863710,공기역학,ㅇㅅㅇ좋네요,06.11 11:59:47
2863710,개멍청한유라,안먹을거지!!!!  - dc App,06.11 12:00:12
2863710,공기역학,@개멍청한유라 아뇨 돈까스 안먹은지 오래돼서 진지하게 고려대상입니다,06.11 12:00:52
2863710,개멍청한유라,좋아좋아  - dc App,06.11 12:01:14
2863710,넥도리아(175.196),돈까스,06.11 12:00:18
2863710,공기역학,ㅇㅅㅇ,06.11 12:00:56
2863710,리오라(Liora),제육볶음,06.11 12:10:11
2863710,공기역학,"요즘 매일먹어서 다음기회에,,,,",06.11 12:10:27
2863709,개멍청한유라,굽삐인 나는 어떡해?  - dc App,06.11 11:59:57
2863709,ㅆㅇㅆ(124.216),몰라,06.11 12:10:23
2863709,ㅆㅇㅆ(124.216),나는 비전공에 굽삐삐도 아니잖아,06.11 12:10:32
2863709,프갤러1(211.104),HDL도 AI 사용함. 실제로 엔비디아가 사용중임  - dc App,06.11 12:25:38
2863709,ㅆㅇㅆ(124.216),ㄹㅇ??,06.11 12:49:29
2863709,ㅆㅇㅆ찡,찾아보니 그건 특화모델이라 다른듯. 즉 일반적인 챗봇말야,06.11 14:13:26
2863709,프갤러2(1.221),@ㅆㅇㅆ찡 당연한거 아니냐 ㅋㅋㅋㅋㅋ 일반적인 용도로 사용하는거에 그런거 기대하는건 무리데스  - dc App,06.11 20:39:21
2863709,ㅇㅇ(106.72),프롬프트를 얼마나 좆같이넣으면,06.11 12:39:31
2863709,ㅆㅇㅆ(124.216),너보단 잘넣을듯ㅋㅋ,06.11 12:49:35
2863707,류도그담당(211.184),적폐언어다 이기,06.11 11:31:18
2863707,슈퍼막코더(126.133),그럴리가 이기,06.11 11:34:19
2863707,ㅆㅇㅆ(124.216),ㅠㅠ,06.11 11:32:27
2863707,슈퍼막코더(126.133),내가 제일 슬프다 이기,06.11 11:34:29
2863706,개멍청한유라,냥덩 슬기만들기 시작?  - dc App,06.11 12:00:48
2863705,슈퍼막코더(126.133),비싼데 가노 이기,06.11 11:17:30
2863705,ㅆㅇㅆ(124.216),왜 부자임,06.11 11:17:35
2863705,아스카영원히사랑해,써도 써도 돈이 안 줄어,06.11 11:58:16
2863705,프갤러1(121.129),야스 야스!!,06.11 11:17:55
2863704,류도그담당(211.184),까먹음 = 스택이 한도 끝도없이 pop = 스택 언더플로우,06.11 11:04:16
2863704,ㅆㅇㅆ(124.216),보지 섹스 자지,06.11 11:05:39
2863704,슈퍼막코더(126.133),푸하하하핫,06.11 11:18:07
2863704,ㅆㅇㅆ(124.216),흑흑,06.11 11:18:22
2863703,류도그담당(211.184),이거보고 나도 베릴로그 외주 받는다,06.11 10:58:00
2863703,ㅆㅇㅆ(124.216),나도 먹고 살자,06.11 10:59:45
2863703,슈퍼막코더(126.133),잘하고 있노 이기,06.11 11:18:34
