id,reply_id,reply_content,reply_date
2863703,ㅆㅇㅆ(124.216),먹고 살아야죠,06.11 11:19:28
2863703,ㅇㅇ,헉,06.11 15:06:10
2863702,류도그담당(211.184),게임 장점 : 잘되면 쓸어담음단점 : 그외 전부,06.11 10:57:08
2863702,ㅆㅇㅆ(124.216),ㄹㅇㅋㅋ,06.11 10:59:52
2863700,깃깃,돈얼마줌?,06.11 10:27:53
2863700,ㅆㅇㅆ(124.216),아두이노는 12만 받고 하기로함,06.11 10:28:25
2863697,프갤러1(211.235),결국 대용량 데이터를 바탕으로 한 약인공지능 모델일 뿐,06.11 10:09:07
2863697,ㅇㅇ(183.101),ㅇㅇ agi 는 10년정도라고 생각하더라  오픈 ai 알트만하고 엔트로픽 ceo 하고,06.11 10:09:59
2863696,프갤러1(211.235),그 인공컴터 만드는것도 발전시키는것도 생체컴퓨터라 문제없다,06.11 10:03:46
2863696,프갤러1(211.235),강인공지능이 안되는 이상 인공컴퓨터의 한계는 명확함,06.11 10:04:14
2863696,ㅇㅇ(183.101),강인공지능을 목표로 세계모델 구축중이라고 뜸 ai 기업들은 이제 세계모델 구축 경쟁에 들어갔다,06.11 10:06:45
2863696,프갤러1(211.235),@ㅇㅇ(183.101) 강인공지능에 관한 시도는 50년도 전부터 있었지만 못했다.인류에게 200년은 이름,06.11 10:08:12
2863696,류도그담당(211.184),대체 언제 ai로 커버되냐 지겹다,06.11 10:19:48
2863692,넥도리아(175.196),한솔근 어디 갔음? 서버 복구 들어간거 아님?,06.11 09:39:03
2863692,글쓴 프갤러(211.235),국정원 지하에 잡혀있음,06.11 09:39:33
2863692,ㅇㅇ(183.101),회사 출근했다함,06.11 10:07:46
2863692,ㅇㅇ,취업했데,06.11 09:57:10
2863692,헤르 미온느,유 현아가 누구임? 아이돌임? ㅇㅅㅇ,06.11 10:50:24
2863690,프갤러1(211.235),ㄹㅇㅋㅋ,06.11 09:17:34
2863689,깃깃,노무현,06.11 09:05:06
2863689,프갤러1(211.235),C D,06.11 09:18:39
2863689,ㅇㅇ(223.38),b는여,06.11 09:18:59
2863689,ㅇㅇ,E,06.11 09:58:46
2863684,넥도리아(175.196),사기 당하지 말고 님 인생 사삼,06.11 07:13:36
2863684,넥도리아(175.196),님 남자 아니심? 사기칠려 데이팅 앱 하심? 남자가 90%이고 여자는 없던데,06.11 07:43:18
2863684,프갤러2(211.235),나,06.11 07:59:54
2863681,ㅇㅇ(183.101),인간지능 잘도네,06.11 09:56:58
2863678,프갤러1(122.128),대학 공부 ㅈ도 안하셨는데 가서 열심히 하시겠어요?,06.11 04:09:21
2863674,익명의따당이,ㄷㄷ,06.11 03:51:55
2863674,ㅇㅇ,같이 개판치면 그만임,06.11 04:04:51
2863674,프갤러1(121.129),jQuery 가 위대한 이유가 있음,06.11 11:29:43
2863674,프갤러2(220.95),그냥 si 가 병신 새끼들 많아서 그래. react 가 구조 잡아서 컴포넌트 만들고 체계적으로 빌드업하는 특징이랑 상태관리를 전혀 모르니까 지랄나는거야,06.11 21:08:49
2863674,프갤러2(220.95),그리고 프론트에서 스크립트 사용하는 것도 jQuery 같은 그지 레거시나 깔짝이겠지 뭐,06.11 21:09:54
2863673,슈퍼막코더(126.133),여윽시 쌉능력자,06.11 11:24:02
2863670,프갤러1(118.235),30퍼에사라  - dc App,06.11 04:55:05
2863669,프갤러1(182.229),솔직히 태연 졸라이쁨 이십대보다 매력잇음,06.11 03:15:37
2863665,ㅇㅇ(61.255),책보고 해야함?,06.11 00:25:16
2863665,글쓴 프갤러(118.217),아뇨 그건 아니고 이쪽에 아예 무지해서 공부를 해야하는데 딱히 가이드를 어떤걸 봐야할지 모르겠고 구글링으론 제각각 너무 다르고 왜 이걸 선택했는지도 잘 나와있지않아서 책을 일단 한번 봤습니다.,06.11 00:30:42
2863665,글쓴 프갤러(118.217),책이 살짝 오래된감이 있어서 방향성을 다르게 잡고 가야할것같은데 어떤걸 선택해야할지 고민입니다..,06.11 00:31:24
2863665,ㅇㅇ(61.255),cicd 비교적 최신 강의 사서 본는거 추천함,06.11 01:32:59
2863665,부드러운곰탱이,github actions가 간단한듯,06.11 22:34:30
2863664,익명의따당이,진자힘들어ㅜㅜ,06.11 00:19:47
2863664,프갤러1(211.235),유현이보고싳다,06.11 08:22:44
2863661,ㅇㅇ(61.255),ai도 개소리할때많아,06.11 00:10:03
2863661,프갤러1(121.183),본인이 다 알고 물어보면 문제없잖음,06.11 10:35:40
2863659,프갤러1(59.26),다음부턴 필라이트까지만 봐준다,06.10 23:53:10
2863657,ㅇㅇ,암튼 구현했죠,06.10 23:58:43
2863657,프갤러1(121.183),심지어 빠르죠,06.11 10:33:24
2863657,프갤러2(39.117),자아도취,06.12 07:07:06
2863653,발명도둑잡기,고생하셨습니다,06.11 01:36:24
2863651,ㅇㅇ,워랜버핏 주식이 더잘범,06.10 23:59:22
2863651,프갤러1(121.183),찐고수: 버크셔 해서웨이 대주주임,06.11 10:34:22
2863645,응게이(1.249),괴물이네. 5천라인이면 쓸만한 유틸리티 수준인데 1만자라... 설마.중복이 한가득인건 아니겠지?,06.10 22:05:42
2863645,피치(183.101),aI 써서 1만자야? 순수 손으로 1만타 ?ㄷㄷㄷ,06.11 00:19:25
2863639,류도그담당(114.202),지피티 존나느려짐,06.10 22:27:25
2863638,known,진짜 아니 타입 지정안하고 크기 지정도 안하고 메모리 관리도 안했는데 속도가 Rust급으로 나옴!그리고 C라이브러리? 그냥 한줄이면 FFI쌉가능,06.10 21:39:04
2863638,ㅇㅇ,c는 기계어급인데,06.10 21:42:54
2863635,류도그담당(114.202),지금잔다고?,06.10 21:24:45
2863634,ㅇㅇㅇ(125.130),와 대학생때 알바해도 시급 2.5였는데 밤새서 7만이면 개창렬이네,06.10 21:20:16
2863634,ㅆㅇㅆ(124.216),애새끼들 과제가 없으니까 리뷰 목적으로 하는거,06.10 21:20:40
2863633,스타크래프트,무슨일이뇽 - dc App,06.11 09:50:00
2863632,류도그담당(114.202),방이 하얀색으로 가득하다,06.10 21:18:32
2863630,류도그담당(114.202),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,06.10 21:18:45
2863630,ㅆㅇㅆ(124.216),ㅋㅋㅋㅋㅋㅋ,06.10 21:36:12
2863629,프갤러1(211.235),그렇게 도태되는거지.... 뭐,06.10 21:13:34
2863629,글쓴 프갤러(112.148),흑흑,06.10 22:26:34
2863629,ㅇㅇ,프롬프트 쓸 10년차는 필요함,06.10 21:13:51
2863629,글쓴 프갤러(112.148),난 1년찬디,06.10 22:26:14
2863629,ㅇㅇ,"별 문제 없을 거 같은데? 어차피 공고엔 ""커서 프롬프트 사용 가능한 10년차 개발자 모집"" <- 이렇게 올라올 듯 ㅋㅋㅋ (근데 ai 나온지 5년일 때 ㅋㅋㅋ)",06.10 22:12:24
2863629,글쓴 프갤러(112.148),그게 별문제일듯,06.10 22:26:28
2863629,프갤러2(211.235),개발자 미래 안전함 ㅇㅅㅇ,06.11 08:23:59
2863628,프갤러1(121.183),플머 일이 뭐 다 그렇지,06.11 10:36:54
2863626,프갤러1(49.165),그에 반해 러스트는 왜 저럼? ㅇㅅㅇ,06.10 21:20:58
2863623,류도그담당(114.202),자바하니 강무현씨가 그립읍니다,06.10 20:57:18
2863623,ㅆㅇㅆ(124.216),그립습니다..,06.10 21:02:25
2863623,known,솔직히 근데 자바만큼 뒤져야하는 언어가 없는데 그딴걸 왜함? 이라고 하면 욕먹으려나?할튼 전자정부 프레임워크 시대에 뒤떨어진 java백엔드 프레임워크...솔직히 내가 웹개발을 잘아는건 아닌데,06.10 21:29:42
2863623,known,요즘 웹개발은 JS계열이 끝내지 않았나?,06.10 21:30:14
2863623,known,"그리고 자바가 솔직히 어디에 쓸 모 있는건가?C#, Dart보다 AOT안되서 속도는 딸리고그렇다고 Python처럼 쉬운것도 아닌데어중간위치로 별로? 매력이 없다...",06.10 21:31:11
2863621,known,"그런 당신을 위해 잘못 써도 속도가 (그럭저럭)나오는 언어! nim!이녀석은 C로 트랜스파일되서 속도가 미쳤고요.GC, ARC, ORC, none중 선택해서 메모리 안정성, 속도도 적당히 선택할 수 있고요.",06.10 21:35:36
2863614,프갤러1(39.117),0.00001%는 재능이고 나머지 99.99999%는 노가다임,06.10 20:46:27
2863614,ㅇㅇ,모든건 재능임,06.10 20:47:43
2863612,known,일단 vscode까는 법 알려드릴께요.1. snap설치(우분투기준)sudo apt install snapd2. snap활성화sudo systemctl enable snapd.socket3. vscode를 깐다.sudo snap install code --classic끝리눅스 만세!,06.10 21:33:03
2863612,known,arch는 pacman으로 하시면 됩니다!,06.10 21:34:00
2863611,ㅆㅇㅆ(124.216),나 베릴로그 과제 프로인데,06.10 19:59:42
2863611,ㅆㅇㅆ(124.216),AI 베릴로그 잘못하긴함,06.10 19:59:56
2863611,ㅇㅇ(121.170),ㅇㄴ 그렇군요,06.10 20:07:28
2863611,ㅆㅇㅆ(124.216),나한테 베릴로그 맡기던가,06.10 21:43:28
2863611,프갤러1(1.221),맛비  - dc App,06.10 22:20:08
2863610,슈퍼막코더(126.133),그러니 황흐프하자 이기,06.10 20:23:55
2863610,응게이(1.249),황흐프가 뭐야??,06.10 20:25:26
2863610,슈퍼막코더(126.133),@응게이(1.249) 본명은 php님이시다 이기,06.10 20:29:11
2863610,응게이(1.249),아 ㅋㅋㅋㅋㅋ  황흐프님이 분절을 좀 싫어하시긴 하시지.,06.10 20:35:13
2863609,known,진짜 낭만 기술스택요?운영체제한국에서 운영체제 한다는건 자기가 즐기지 않는한 불가능,06.10 21:39:50
2863606,류도그담당(114.202),이제 안올거야?,06.10 18:26:08
2863606,아스카영원히사랑해,대장에 똥이 들어차면 글 싸러 와야지,06.10 18:43:57
2863606,재현,갓생~~  - dc App,06.10 18:51:06
2863606,익명의따당이,너도 빡세게 사는구낭 ㅇㅅㅇ,06.10 18:59:54
2863606,ㅇㅇ,방송대 어떰? 어려움?,06.10 19:08:36
2863606,아스카영원히사랑해,나는 졸업이 목표로 공부는 덜함 근데 공부하고자하면 정규대학과 다를 바 없음 ㅇㅅㅇ,06.10 20:54:37
2863606,프갤러1(106.102),그럴시간이 어딨어! ㅇ ㅅㅇ...,06.10 19:09:02
2863606,아스카영원히사랑해,열심히 하면 저거 70퍼까지는 가능함,06.10 20:19:49
2863605,재현,냥덩이 정치적인 사고 그만!  - dc App,06.10 18:49:57
2863603,류도그담당(223.39),안될거,06.10 17:55:42
2863603,프갤러1(211.36),되면 재능충? 아니면 걍 불가능?,06.10 18:41:29
2863603,프갤러2(106.102),@프갤러1(211.36) 될 애들은 이런거 안물어봄 ㅇ ㅅㅇ,06.10 19:08:01
2863603,프갤러1(211.36),@프갤러2(106.102) 시비걸지말고 대답이나 해줘잉~,06.10 22:01:02
2863603,프갤러3(175.197),우테코는 보통 경력쌓고 들어가던데,06.10 19:29:44
2863603,프갤러1(211.36),공고에는 입문자 우선이라고 되어있던디 경력자가 심화과정하러 가는 경우도 많나봐?,06.10 22:01:58
2863602,류도그담당(223.39),이 바닥 우습게 보지마세요 ~,06.10 17:53:40
2863602,프갤러1(106.102),근데 진짜 있는거임? 유머가 아니라??,06.10 17:57:49
2863602,ㅇㅇ(211.235),과장된 면이 있지만 거짓은 아님별걸다 영어 단어로 쓰려는 경향이 있음,06.10 19:31:13
2863599,ㅆㅇㅆ(124.216),딴갤 가,06.10 17:31:34
2863599,류도그담당(114.202),훠이훠이,06.10 20:57:34
2863597,프갤러1(211.235),뭘가든 똑같은거함,06.10 17:41:34
2863597,프갤러2(14.52),암거나하고 2년뒤에 취업 ㄱㄱ ㅋㅋ,06.12 12:20:09
2863596,ㅇㅇ(114.205),저칩은 라즈파이아님?,06.10 17:30:01
2863596,ㅆㅇㅆ(124.216),맞음,06.10 17:31:24
2863596,ㅆㅇㅆ(124.216),근데 그거나 그거나,06.10 17:37:41
2863596,프갤러1(211.235),12만원밖에안함?,06.10 17:42:15
2863596,슈퍼막코더(126.133),캬 쌉능력자,06.10 20:25:21
2863593,프갤러1(211.235),전과자졸업생이 그렇게많음?,06.10 16:06:35
2863592,ㅇㅇ(140.248),매출총이익이 편돌이 보다도 못하는 스타트업이 태반인데 인재 이지랄 ㅋㅋ,06.10 16:00:54
2863592,글쓴 프갤러(211.235),편돌이 10년해봤자최저시급이다.개발자 10년하면 진짜 개폐급도 5천이상받는다,06.10 16:06:12
2863592,ㅇㅇ(115.23),ㄹㅇ,06.10 17:40:20
2863589,ㅇㅇ(140.248),조선에 개판 아닌 회사가 없다 개판 아닌 회사면 openai 목아지땄지,06.10 15:31:14
2863589,프갤러1(183.101),개판에는 이유가있어,06.10 16:00:16
2863588,프갤러1(211.235),유현아 로그인 해라,06.10 15:50:56
2863588,류도그담당(223.39),온 세상이 유현이다,06.10 16:16:57
2863587,프갤러1(211.235),유현아로그인해라,06.10 15:51:14
2863586,ㅇㅇ(115.23),패션~ 패션~,06.10 17:43:38
2863581,프갤러1(211.235),창립멤버끼린 수평적임 ㅇㅅㅇ,06.10 14:45:19
2863581,프갤러1(211.235),그리고 스타트업은 대부분 새로뽑는개 아니라 알던놈들 데려오는게 많아서 그 점에서도 수평적임 ㅇㅅㅇ ㅋㅋ 스타트업 차리고 나서 공채보고 새로 들어온놈들은 해당없어,06.10 14:45:54
2863581,ㅇㅇ(172.225),ㄹㅇ 고인물끼리만 수평적임 ㅋㅋㅋ 그래서 개좆같다 하니 똥씹은표정 짓더라,06.10 14:50:21
2863581,ㅇㅇ(172.225),스타트업 공채는 걍 노예임 스타트업좋다는것도 10년전 얘기고 요즘스타트업은 걍 투자금에 눈먼 탐욕 이기주의집단일뿐 gpt 이후로 걍 1인개발 1인창업이 더 나을듯 열정 실력 있으면,06.10 14:51:20
2863580,프갤러1(61.85),어떻게 바뀌었는데,06.10 14:44:51
2863579,프갤러1(211.235),너강유현이지,06.10 14:32:56
2863578,프갤러1(211.235),너강유현이지,06.10 14:32:50
2863578,아스카영원히사랑해,여긴응디시티,06.10 14:57:45
2863576,ㅇㅇ(211.235),ㅈㄹ하네,06.10 14:09:45
2863576,프갤러1(211.235),야근확정,06.10 14:10:31
2863575,류도그담당(223.39),어디까지 가는거냐,06.10 14:06:55
2863574,ㅆㅇㅆ(124.216),카프카 기준이면 초급인데 대용량 초기 아닌가? 맞는것같음,06.10 13:57:18
2863574,ㅆㅇㅆ(124.216),대용량 맞다 생각,06.10 13:57:24
2863574,글쓴 프갤러(211.235),이거쓰고이직해야겟다 ㅇㅅㅇㅋㅋ,06.10 13:58:13
2863574,ㅇㅇ(211.234),1분에 3만 row는 대용량임.,06.10 14:17:31
2863574,ㅇㅇ(211.234),"2ms 데이터 일 가능성은 거의 없고, 여러 곳에서 오는 데이터의 힙계가 3만개 이겠군. Tc 여러개의 시계열 데이터이면 기본적인 수준이고.전표 같은 macro 데이터이면 진짜 대용량 맞음.",06.10 14:22:08
2863574,글쓴 프갤러(211.235),고수임 ㅇㅅㅇ?걍 자동화공장 mes 데이터 처리해주는거함ㅇㅅㅇㅋㅋ,06.10 14:23:55
2863574,ㅆㅇㅆ찡,와 빡고수네,06.10 14:59:23
2863574,프갤러1(27.175),초당 3만건 정도 해야 어디 가서 거들먹거릴 수 있음  - dc App,06.10 18:54:34
2863573,프갤러1(211.235),i do? you know?,06.10 13:50:47
2863573,ㅆㅇㅆ찡,섹스,06.10 13:51:54
2863572,프갤러1(211.235),겠냐,06.10 13:45:16
2863572,글쓴 프갤러(218.239),컴파일러나 운영체제 같은것도 꼭 알아야 하나요?그럼 컴퓨터공학에서 배우는 모든 지식을 알아야 하는건가요?어플 만드는데 왜 컴파일러 운영체제 이런게 필요한지 아직 잘 모르겠어요,06.10 13:47:04
2863572,프갤러1(211.235),@글쓴 프갤러(218.239) 겠냐,06.10 13:47:11
2863572,류도그담당(223.39),내가 그걸 다 알지 못하니까 사람을 뽑아쓰겠지,06.10 13:46:41
2863572,글쓴 프갤러(218.239),그럼 취업이나 창업하려면 컴퓨터공학에서 배우는걸 모두 알아야 할수있나요?,06.10 13:51:13
2863572,류도그담당(223.39),노노 적당히 알면 돼,06.10 14:00:15
2863572,프갤러2(122.128),창업은 가능,06.10 13:54:08
2863572,ㅇㅇ(222.100),"보안적인 부분이랑 성능적인 부분을 강화하려면 cs 지식이 필요한거고, 그냥 창업부터 헤딩해보려면 웹프로그래밍 지식만 갖고도 해볼수있음. cs를 알면 서비스를 효율적으로 운용이 가능하다는 차이점?",06.10 17:19:31
2863571,밀우,백업을 별도 솔루션에 일방향으로해야지 그걸 레이드건 하드에 같이 백업하는 회사가 어딛노,06.10 13:42:41
2863571,글쓴 프갤러(211.235),그것도 실시간으로 넣으면 메인서버 어긋난시점에서 어긋난거까지 백업되는거 않임?,06.10 13:43:44
2863571,글쓴 프갤러(211.235),예를들면 메인에서 테이블 드랍시켜버리면 백업 솔루션에서도 드랍되는거잔아 ㅇㅅㅇ,06.10 13:44:51
2863571,밀우,어긋난 시점이 뭘말하는지모르겟네 증분백업으로 계속 쌓으면 실시간으로 가능할탠데,06.10 13:45:30
2863571,밀우,@글쓴 프갤러(211.235) 아니 백업이 기존 백업데이터를 덮어쓰진않지;; 변동사항만 반영하는어여,06.10 13:45:50
2863571,글쓴 프갤러(211.235),@밀우 드랍도 변동사항이잔음 ㅇㅅㅇ..,06.10 13:46:14
2863571,밀우,@글쓴 프갤러(211.235) 그니까 증분백업으로 특정시점까지 데이터 쌓다가 drop로그를 남기는거지 그러면 그 시점부터는 데이터가 날라가지만 그 이전시점으로 조회시에는 쌓인데이터가 날라가진않는다고,06.10 13:47:20
2863571,밀우,"@글쓴 프갤러(211.235) MySQL에서 증분 백업을 진행한 후 데이터베이스 테이블을 삭제 (DROP)할 경우,삭제된 테이블에 대한 데이터가 증분 백업 파일에 남아있게 됩니다.이 경우 증분 백업으로 복구할 때 해당 테이블이 존재하지 않아서 오류가 발생할 수 있습니다.증분 백업을 이용한 복구 시에는 기존 백업 파일과 증분 백업 파일을 모두 사용하여 복구해야 하므로, 삭제된 테이블에 대한 정보가 복구 과정에 영향을 줄 수 있습니다.따라서 증분 백업 후 테이블을 삭제하기 전에, 증분 백업 파일에 삭제된 테이블에 대한 정보가 포함되지 않도록 조치하거나, 삭제된 테이블을 포함하지 않는 새로운 전체 백업을 수행하는 것이 좋습니다.ㅇㅋ?",06.10 13:48:01
2863571,글쓴 프갤러(211.235),@밀우 결국 실시간은 안되는군 ㅇㅅㅇ,06.10 13:49:05
2863571,글쓴 프갤러(211.235),@밀우 그래도 아이디어 얻었다 백업서버 4개쓰는데 인터벌 나눠서 어떻게 깔아두면 뭐라도 될거같음 연구해봐야겟노 ㅇㅅㅇ 고맙다이기야,06.10 13:49:57
2863571,밀우,@글쓴 프갤러(211.235) 실시간은 백업솔루션이 실시간으로 해줄탠데 뭐 나도 백업쪽을 빡세게공부한건 아니라 모름 암튼 내부적으로 커밋시마다 증분백업에 대한 데이터를 날리도록 할수도있을거고.. 완전히 패킷하나까지 복구는 힘들지도,06.10 13:52:07
2863570,밀우,1테라면 데이터 그대로 복사하는데도 10분은걸리겟다,06.10 13:29:39
2863570,글쓴 프갤러(211.235),ㅜㅜ,06.10 13:30:08
2863570,글쓴 프갤러(211.235),Db dump리스토어하는것도 넘오래걸려 ㅇㅅㅇ 리스토어 시간 줄이려고 클러스터링도 안하고 덤프뜨는데,06.10 13:30:45
2863570,밀우,@글쓴 프갤러(211.235) 머더라 sqlp딸때 db복구할때 제약조건 싹 날려버리고 redo로그 안쌓게 nologging걸면 빨라진댓는데 안써봐서몰루,06.10 13:37:00
2863570,프갤러1(61.85),SSD 선 뽑고 다른 레플리카 SSD에 꽂기,06.10 15:00:11
2863569,밀우,서버가하나뿐인겨? ㄹㅇㄷ는 먼소린겨 예스에서 통제중인가 이틀째인데도 뭔 얘기가 블라던 뉴스던 안뜨네,06.10 13:27:46
2863569,ㅆㅇㅆ(124.216),ㄹㅇ???,06.10 13:28:46
2863569,프갤러1(118.33),이북 올리는 사이트도 접속안되네 전체 다 먹통이라서 걱정..,06.10 13:36:03
2863569,익명의따당이,ㅇ직도? 어제도안되던데,06.10 15:56:29
2863567,ㅆㅇㅆ(124.216),ㄹㅇ??,06.10 13:19:28
2863567,아스카영원히사랑해,첫만남에 서로 눈빛교환 성공,06.10 13:20:14
2863567,류도그담당(223.39),제발 겉과 속이 다른 사람이여라,06.10 13:20:23
2863567,프갤러1(211.235),넉살좋은 영퐁티 <<존재하지않음 악독하고 표독함,06.10 13:26:39
2863564,ㅆㅇㅆ(124.216),ㄹㅇ 서울대생이 똑똑하노,06.10 13:13:22
2863564,류도그담당(223.39),저 말 듣고나서 상대방이 잘 몰라도 그럴수도 있겠구나라는 생각이 듬,06.10 13:15:37
2863563,ㅆㅇㅆ(124.216),관절이 시려서..,06.10 13:11:03
2863563,류도그담당(223.39),계단의 지평선 ㅇㅂ,06.10 13:12:49
2863562,ㅆㅇㅆ(124.216),사이트는 없고 니가 로컬 LLM 모델 다운받아서 만들순있음,06.10 13:07:38
2863562,글쓴 프갤러(211.221),오류적은 LLM 모델 추천 해주실 수 있음?,06.10 13:44:34
2863561,프갤러1(211.235),품번좀,06.10 13:27:03
2863560,ㅇㅇ(106.72),한국에서만 특히 그럼,06.10 12:56:28
2863560,ㅆㅇㅆ(124.216),ㄹㅇ,06.10 12:56:58
2863560,프갤러1(211.235),개발자 자체가 사회성 떨어지는얘들만 하는거라 그럼 ㅇㅅㅇ,06.10 12:57:40
2863560,ㅆㅇㅆ(124.216),섹스,06.10 12:58:14
2863560,프갤러1(211.235),봉천섹스 ㅇㅅㅇ,06.10 12:58:22
2863560,류도그담당(223.39),트리 디비에 들어감그래프 야동 사이트 빨리 접속할때Dfs 뭐 먹을지 고민될때,06.10 12:59:36
2863560,ㅆㅇㅆ(124.216),저 자위할때 트리로 함,06.10 13:00:00
2863560,류도그담당(223.39),개미친 삼대남 새끼,06.10 13:00:23
2863560,ㅆㅇㅆ(124.216),@류도그담당(223.39) dkdk rkqjfut,06.10 13:00:46
2863560,ㅆㅇㅆ(124.216),@류도그담당(223.39) 아아...가버렷,06.10 13:01:04
2863560,ㅇㅇ,실전 개발자 무시하고 CS글로 개념글 보내던 친구가 맞나 싶을 정도의 드립이군,06.10 13:03:08
2863560,ㅆㅇㅆ(124.216),나는 실전개발자 무시 안했음 ㅡㅡ,06.10 13:04:10
2863560,ㅆㅇㅆ(124.216),"실전 개발자 무시한 적 없고, 대부분 경력 존중함. 막코더 행님 경력에 대해서 존중하잖아. 근데 무시하는게 아니라 저렇게 남을 무시한다는 그걸 깐거지",06.10 13:04:42
2863560,ㅇㅇ,뭐 매일 싸우는거 같아서 아니라면 오해해서 미안,06.10 13:05:33
2863560,ㅆㅇㅆ(124.216),"@ㅇㅇ 싸우는건 그걸로 싸우는거지 남 무시하니까. 약간 다르게 봐야지내가 CS 개념글 쓰는 건 내 공부 되새김질 하는거고, CS 조금안다고 남을 무시할 성질의 그건 아님근데 내가 싸운건 그걸로 남을 무시한 애들이랑 싸운거지. 이 차이는 되게 큼",06.10 13:06:19
2863560,ㅇㅇ(114.205),이론과 실무의 괴리를 알아봤자 남좋은 일 만 하는거,06.10 17:51:44
2863559,ㅆㅇㅆ(124.216),ㄹㅇ?,06.10 12:56:13
2863559,글쓴 프갤러(211.235),ㄹㅇ,06.10 12:56:47
2863559,ㅇㅇ(211.235),저럴거면 왜 씀,06.10 13:34:07
2863559,글쓴 프갤러(211.235),tsx썻잔아 한잔해~,06.10 13:34:48
2863559,ㅇㅇ(211.235),modern cpp 하나도 모르는데 cpp 잘한다고 착각하는 거랑 비슷하네요,06.10 13:36:56
2863558,류도그담당(223.39),Js같은 엠제트 언어는 할애비는 힘들답니다,06.10 12:56:05
2863557,프갤러1(211.235),누구나 직접 만들어서 쓰고싶어함 ㅇㅅㅇ위에서 이미 너보다 잘난 수많은 사람들이 모여서 쓰고 그보다 더 많은 이용자들이 쓰면서 수많은 시행착오를 겪고 고쳐나가며 검증된 게 있는데 왜 새로만드냐 공수도 공수고 이런문제 저런문제 발생할 확률만 커지는거 아니냐 ㅇㅅㅇ 하니까 못하는거죠 ㅇㅅㅇ,06.10 12:51:08
2863557,ㅆㅇㅆ(124.216),문제는 핵심은 그거임. 결국 그러면 남들과 다를바가 뭐가있는데 타인을 깔아뭉개는건지 모른다는거지,06.10 12:51:56
2863557,프갤러1(211.235),대부분의 개발자는 회사원이니 본문같은 논의를 하려면 대학원가셔야할듯 ㅇㅅㅇ,06.10 12:52:10
2863557,프갤러1(211.235),@ㅆㅇㅆ(124.216) 근데 타인 욕하는건 ㅇㅈ 선민의식 개 같잖거든여 ㄹㅇ,06.10 12:52:29
2863557,ㅇㅇ,또 뭐가 잘 안되니?,06.10 12:51:43
2863557,ㅆㅇㅆ(124.216),섹스,06.10 12:52:03
2863557,ㅇㅇ(106.72),Don’t reinvent the wheel,06.10 12:54:44
2863557,ㅆㅇㅆ(124.216),그렇지만 그 바퀴 사용법으로 남을 깔아뭉개는 건 다른 문제임,06.10 12:56:44
2863557,류도그담당(223.39),아 ㅋㅋ 나 프레임워크써서 개발 고순데 니네가 어쩔건데 다 못하잖아,06.10 12:55:08
2863557,응게이(211.234),"그냥 기본이나 했으면 좋겠다. 리팩토링 할줄 알고, 구문을 문맥에 따라 나누고함수를 일반화해서 만들었으면 함.그 이상은 바라지도 않는다.",06.10 14:24:50
2863556,류도그담당(223.39),원죄가 아니라 원종 ㅇㅂ,06.10 12:44:29
2863556,ㅆㅇㅆ(124.216),ㅇㅂ,06.10 12:45:04
2863556,프갤러1(1.242),sin은 cos로 나눠서 tan으로 만들어버리면 되니까,06.10 12:45:57
2863556,ㅆㅇㅆ(124.216),섹스,06.10 12:48:50
2863556,프갤러2(211.235),그래서 국내에서만 놀잔아요 ㅇㅅㅇ,06.10 12:49:11
2863556,ㅇㅇ(211.235),허세 지린다니까요 ㄹㅇ,06.10 13:35:23
2863555,류도그담당(223.39),나도 아직 못 얻어먹었는데,06.10 12:43:57
2863555,프갤러1(211.235),ㅇㅈ,06.10 12:47:07
2863554,ㅆㅇㅆ(124.216),자스 진짜 어려운거같음,06.10 12:37:28
2863554,류도그담당(223.39),C++와 c#을 주력으로 하는 나에겐 무근본으로 느껴지시더,06.10 12:37:57
2863554,프갤러1(211.235),"@류도그담당(223.39) 자유도 높은게 더 좋은거아닌가? 공산주의보단 민주주의, 민주주의보단 자유민주주의가 더 좋은거임",06.10 12:47:49
2863553,프갤러1(211.235),인터냇대중화랑 개발자랑 상관잇나요? 엄미리 보면 한국에 인터넷 깔리기 30년 전부터 다른나라는 다 썼는데 ㅇㅅㅇ,06.10 12:48:21
2863553,응게이(211.234),개발자 선민의식은 그냥 우물안의 개고리 새끼들이라서 그래.솔찍히 나도 개허접이고 그냥 보통 개발자인데주변 새끼들이 전부 빠가사리 개발자 밖에 없어서실력 좋다는 말 들음.그냥 한국 인재풀이 개병신일 뿐인데 말이야.,06.10 14:43:34
2863552,헬마스터,역방향으로 되야함,06.10 12:33:26
2863547,류도그담당(223.39),치킨집 준비 어떠신지,06.10 12:46:30
2863547,글쓴 프갤러(211.235),공무원 > 개발자 > 치킨집,06.10 12:46:57
2863545,류류(118.235),후장파괴학과 취업 가능 ㅇㅅㅇ,06.10 12:18:29
2863545,개멍청한유라,입벌린채로 변기에 쳐박혀있어 내가 입에 똥넣기대회 1등출신이에요  - dc App,06.10 12:19:45
